photon_pt,photon_eta,photon_phi,photon_E,photon_isTightID,photon_etcone20,myy
[83346.8   37492.797],[-0.6331063  1.0535755],[ 1.347781  -1.4652344],[100615.92  60299.21],[ True  True],[-488.73868 1695.706  ],152.88308432099495
[101869.54   36504.234],[ 1.3231875 -1.2843504],[ 1.4988462 -0.9276335],[204842.2   70985.24],[ True  True],[-368.37524  379.5373 ],237.35094914036733
[46505.43 34063.68],[-1.5748982   0.26404518],[3.1340117  0.02890612],[117130.41  35258.05],[ True  True],[1884.7125   387.05917],115.68120366879293
[45491.39  44004.918],[-2.1520498 -1.8826083],[-0.9478512  2.1888788],[198313.33 147918.42],[ True  True],[1528.1704 1138.8545],90.29697287469297
[76587.59  59529.203],[-0.43808827 -1.7865633 ],[-2.5945208  0.7332373],[ 84055.29 182648.66],[ True  True],[ 552.95825 3410.3804 ],166.44681436297952
[53935.63  34638.684],[-0.8803394  -0.92877907],[-2.6281505   0.36475933],[76220.76  50684.227],[ True  True],[-483.29205  436.83337],86.23338076888139
[213635.6   86822.84],[-2.0473197  -0.92844963],[ 1.9610817 -1.4168235],[841317.1   127010.914],[ True  True],[-253.3288 -419.7005],314.4978015728404
[48076.984 32665.898],[ 1.1948341  -0.29511344],[ 2.839712  -0.3454729],[86677.13 34098.72],[ True  True],[-591.7247   160.93698],102.2737927460924
[87598.6  87293.19],[ 0.46273047 -1.079032  ],[-1.0480322  2.1462238],[ 97145.42 143237.42],[ True  True],[-1531.8381    259.15308],229.4355734140786
[78291.62 77790.6 ],[-1.9894875   0.48846698],[-1.022049  2.065155],[291579.56   87257.016],[ True  True],[-102.956604   81.69754 ],291.9788408561417
[109326.27  31933.9 ],[-2.0651038 -1.0389856],[ 2.0580244  -0.73835045],[438011.4   50777.49],[ True  True],[-162.86206 -285.6172 ],132.5252878969588
[120780.13  49519.89],[1.3370447 1.1258683],[1.0489593 1.6151712],[245811.39  84363.66],[ True  True],[-281.73987  952.6498 ],46.20105587719582
[45243.367 42651.254],[-0.8355533  -0.42381176],[ 1.2571294 -2.2377565],[61977.17  46539.363],[ True  True],[-1052.7429 -1109.2766],88.3864960678134
[60939.76  41846.246],[0.9721003 2.3337343],[ 2.1288483 -1.0238442],[ 92073.23 217879.33],[ True  True],[ -25.16217 2211.6345 ],125.32065134529222
[76776.09  76120.375],[0.32084167 0.98501825],[ 0.25146216 -2.9169056 ],[ 80761.75 116132.79],[ True  True],[-635.08276 3500.94   ],161.39067409211873
[75159.19  57523.113],[0.50043315 0.97070503],[-0.6278934  2.7969158],[84768.42  86820.234],[ True  True],[ 475.49158 3738.8403 ],133.87673923599115
[55792.13  31259.934],[0.07423726 1.6433277 ],[-0.8600474  2.6117058],[55945.94 83865.53],[ True  True],[-135.78326 3884.2083 ],109.71941038815599
[92675.914 38686.83 ],[-0.08824028 -0.01565785],[2.363553  0.3108119],[93036.95 38691.57],[ True  True],[758.35095 642.9616 ],102.53392017003863
[79187.586 36295.758],[0.87043667 0.6662384 ],[ 1.215582  -1.2388827],[111128.77  44653.53],[ True  True],[-991.3383 2699.0557],101.55044012883431
[59025.48 33378.19],[2.055915 2.090719],[-1.7502106  2.0330632],[234389.03 137089.72],[ True  True],[107.81027 276.61673],84.25721219080651
[42986.562 39840.844],[-1.5296681  -0.20579849],[ 2.08321   -0.6437931],[103882.44   40687.516],[ True  True],[ 3322.4211 -1779.2996],100.13347583462436
[119440.59  42208.56],[1.6941811 1.5281101],[ 1.1945857 -2.4895558],[335982.62 101857.75],[ True  True],[-209.49036 3753.401  ],137.32105975995302
[48475.61  34400.816],[2.2643762 2.3556979],[-1.4750391   0.52470845],[235809.92 183017.73],[ True  True],[-877.691    437.14566],68.82074721022617
[77041.805 61890.656],[0.11193512 0.586248  ],[-1.2973518  1.5140823],[77524.95 72834.27],[ True  True],[2886.5156  840.3793],140.18056382926855
[58111.29 35699.72],[-0.8970928  1.3486943],[1.4552106 2.4976997],[83105.43 73398.11],[ True  True],[3483.83    651.6777],133.14738086231063
[51681.086 50949.945],[-0.7563863 -1.1403987],[-1.7622304  1.4063601],[67183.41 87830.24],[ True  True],[1453.5132  456.3309],104.51684581315317
[81203.01 55094.59],[-1.6388322  -0.16376014],[-1.0501862 -1.2765679],[216948.44  55834.99],[ True  True],[-193.32248  263.72537],108.90737070958976
[49077.297 32622.781],[ 0.94559336 -0.8202973 ],[ 2.8121727  -0.18446574],[72702.85  44227.938],[ True  True],[ 783.6702  -479.44257],113.15140071559006
[53541.785 35496.723],[2.18592   1.9774432],[-0.6794687  2.9960258],[241238.03 130675.35],[ True  True],[596.892  440.5321],84.59387420866265
[41987.01  32922.355],[-1.0447676 -0.8121198],[-0.97234094 -1.5617123 ],[67063.99  44389.117],[ True  True],[614.064    -10.952393],23.271748404849163
[54793.105 35198.625],[-0.23805116 -1.3056076 ],[1.7147294 1.009239 ],[56352.97 69709.79],[ True  True],[-191.84482 1664.1036 ],57.754950936905075
[161815.38  91144.14],[-1.5350584 -0.6667162],[-0.98210084  1.8574566 ],[392971.84 112162.99],[ True  True],[1235.9299  570.8124],263.6210909890824
[53500.027 31002.43 ],[1.1410068 0.6688902],[-2.280064    0.99054766],[92271.91  38200.363],[ True  True],[938.03516   47.336853],83.56774826380918
[44951.8   43393.977],[1.0777833  0.46326628],[-0.11252668  2.7959447 ],[73687.43  48134.367],[ True  True],[1544.1616  705.0729],91.96257872079994
[45576.715 42696.066],[0.1965948  0.35740724],[2.7043762 2.4103732],[46460.312 45452.215],[ True  True],[-400.48303 -639.11365],14.745419282632685
[67264.5  51742.42],[-1.7483964 -1.5638942],[-2.0964882  1.9435563],[199083.9  129012.18],[ True  True],[2926.7656   385.59113],106.84120922621584
[48453.367 38456.113],[-0.68550265 -1.8493248 ],[-2.2824392  1.0293401],[ 60290.67  125229.836],[ True  True],[  44.59732 1808.7666 ],101.10077625548425
[57583.266 36008.99 ],[-0.97181034 -1.9333425 ],[ 2.6313455 -0.9865191],[ 86983.03 127062.05],[ True  True],[ -41.316376 -291.05695 ],99.50841483747813
[49399.29  30885.531],[ 1.6435125 -1.58868  ],[-1.0066931  2.6843247],[132553.33  78780.89],[ True  True],[242.31914 314.17712],203.26581418094028
[76282.55 55904.51],[ 1.5854197  -0.07801169],[-2.2784445   0.57652533],[193994.19  56074.71],[ True  True],[761.4328  461.47385],177.46783184682118
[52221.305 36228.492],[-0.9662874 -0.2212917],[-2.8841004   0.64280397],[78558.125 37119.17 ],[ True  True],[ 494.45163 -486.9253 ],91.59522499752711
[42123.61 33095.36],[-0.22600514  0.77087355],[ 0.28355816 -0.42433146],[43203.996 43425.457],[ True  True],[ -24.051392 -280.45975 ],46.62519777910971
[95505.46  95273.305],[-0.9499597  -0.59188056],[-2.7436094   0.44668457],[141938.4   112454.414],[ True  True],[ -4.387085 -95.69513 ],193.78885137347274
[99189.38 74862.45],[-1.2814871 -1.5979073],[-1.3130279  2.1130157],[192408.38 192583.56],[ True  True],[-1590.7617   611.397 ],172.7863961603766
[60572.562 31924.26 ],[-0.862735  -0.9753304],[-0.06716897  0.20069486],[84548.37  48351.066],[ True  True],[-978.5154   127.25052],12.746101665232038
[78367.7  71669.31],[2.1267786 1.6572306],[ 1.3441049 -1.9077618],[333337.94 194776.84],[ True  True],[-132.4627  -101.29614],153.8154564823801
[43849.926 30861.322],[-0.5579026 -1.7964581],[-2.9184947 -1.1407124],[50853.04  95579.734],[ True  True],[2734.921    481.72003],74.95346743770513
[63445.215 51598.254],[-0.49060392 -0.8713273 ],[-1.0647562  2.3023696],[71234.984 72456.25 ],[ True  True],[890.6126 938.527 ],115.79773918066559
[42663.367 32850.01 ],[-1.5108183e-03 -1.6874216e+00],[ 2.5214212  -0.50887537],[42663.414 91824.336],[ True  True],[1847.1606 2556.6716],103.00323839866967
[62259.76  33845.934],[-0.5636995 -0.6759245],[-0.09901841 -2.9838915 ],[72416.23 41876.48],[ True  True],[680.65234  17.64975],91.19983292701646
[55958.66  42963.227],[ 1.5670693 -0.5389143],[-2.6442873  -0.09593839],[139931.28   49354.566],[ True  True],[ 812.03815 3387.7595 ],155.016221714594
[41012.38 34585.54],[0.39900085 0.17566197],[ 1.8803586 -1.0461737],[44320.54 35120.52],[ True  True],[ 789.8325  -693.49866],75.36203680403615
[46791.73 33919.16],[-2.1101637  0.7159791],[ 0.435422  -2.6458464],[195842.33   42990.883],[ True  True],[2477.563  3446.1592],173.36014029755333
[43932.91 31462.79],[-0.3693411 -1.7184654],[ 0.59141093 -2.4284978 ],[46963.637 90538.99 ],[ True  True],[643.2935    35.771606],91.81490201108429
[74375.59  47779.344],[-1.1164608  -0.42994562],[-1.2365878  1.473449 ],[125749.16   52263.875],[ True  True],[2623.9077  -753.60364],123.71136628707805
[46738.957 30123.275],[ 0.26818877 -0.560757  ],[-1.6945325  1.5041367],[48429.91  34984.797],[ True  True],[ 19.803772 560.7234  ],81.5553840521287
[40851.715 40616.652],[0.63780904 2.196237  ],[-2.6210234   0.38286912],[ 49446.492 184853.25 ],[ True  True],[-332.25397 -455.50482],107.33149875280748
[44522.824 30762.264],[ 1.0461066 -1.2128345],[-0.82577693  2.4705431 ],[71188.65 56300.43],[ True  True],[1597.247  2237.7646],126.33653673584553
[64692.703 37021.6  ],[ 0.05291386 -0.15564562],[ 2.0664217 -1.9119052],[64783.29 37470.94],[ True  True],[724.75616 388.90652],90.01902726394457
[87004.375 33460.98 ],[0.35392877 0.87781376],[-0.78663033 -1.229589  ],[92510.82  47202.156],[ True  True],[-686.4634  -696.63696],37.14017196974544
[53275.168 36412.703],[0.21458437 1.1976221 ],[ 0.11946648 -2.9108353 ],[54506.45 65800.35],[ True  True],[ 238.00607 2562.318  ],98.8236973263138
[160128.28   41900.082],[ 0.08450098 -1.138564  ],[-1.8601722  1.618859 ],[160700.31  72121.77],[ True  True],[2636.351  3274.4626],193.47482405031636
[42127.27  30332.004],[1.1133116  0.45696193],[-2.6153562 -0.9470315],[71045.39 33554.37],[ True  True],[-500.06885 -944.3343 ],58.09456522384128
[62015.83 54271.05],[-1.153125  -0.1204861],[-0.8081706  3.1328828],[108023.09   54665.453],[ True  True],[-835.7246   123.67642],123.86735386612433
[48426.39  41041.824],[-0.39473164  0.865839  ],[1.001087  3.0625994],[52248.363 57411.316],[ True  True],[712.7136 912.8601],97.19825047309845
[67142.27  59272.562],[ 0.6021819  -0.16244768],[0.9444988 2.9925227],[79688.29  60056.363],[ True  True],[2960.9749   216.27063],118.56492577473324
[72710.414 47731.203],[1.8739398 0.9312855],[ 1.9767107  -0.98037595],[242395.69   69969.555],[ True  True],[795.0854  234.92053],130.70417039761173
[41488.965 31544.174],[-2.3517573  -0.38608927],[ 2.5510893 -0.9389625],[219875.2   33924.59],[ True  True],[-284.89178 -479.20972],109.48706171400254
[40870.867 38145.68 ],[ 0.5036402 -1.0297612],[ 1.2086344 -1.947108 ],[46164.883 60222.285],[ True  True],[3308.343    363.08707],103.33785074133603
[43298.67  32128.607],[2.1829426 0.9252635],[-2.3050978  0.6903213],[194521.12  46891.06],[ True  True],[ 280.66748 1927.829  ],89.67180211026822
[62412.906 36218.324],[-1.3479801  1.6301761],[-2.4199371   0.26810274],[128240.     95990.664],[ True  True],[-213.15564   -13.411484],220.45649891694848
[104938.04  87632.13],[1.8659691 2.0952666],[1.8314103 1.8843615],[347184.44 361510.8 ],[ True  True],[3909.687  2266.4075],22.614998551454736
[47116.9   30420.879],[-1.13912    -0.92832917],[-2.1311142  1.2707952],[81138.09 44498.01],[ True  True],[-329.12878 -608.0443 ],75.5029279069527
[72328.81  33039.812],[1.3355073 0.794984 ],[ 2.3356147  -0.36183393],[147006.45   44041.973],[ True  True],[-1116.5852  2965.5989],99.04832870424194
[88000.85  74171.984],[2.219541  1.8165488],[2.8848844  0.06581575],[409721.62 234130.58],[ True  True],[ 128.32553 -179.92032],162.81925163871114
[44304.945 40744.19 ],[ 1.3511468 -2.0153332],[-2.4661388 -2.0724447],[ 91285.8  155571.56],[ True  True],[447.77283 223.40039],221.43931141578264
[93808.34 89677.92],[0.6184091  0.89993006],[-0.7441451  2.4718056],[112324.89 128509.77],[ True  True],[ 619.31384 -316.14563],185.1345395765719
[60321.195 47454.656],[-2.3490622 -1.5288141],[-1.600818   2.0448065],[318833.7  114591.03],[ True  True],[-536.81805  909.1787 ],113.02423869994745
[90194.26  30290.691],[0.8539106 1.6528815],[-1.4792591  2.4158165],[125124.734  81989.37 ],[ True  True],[1466.669   -468.57312],106.24449765329577
[73854.57  31253.086],[-1.1546452  1.3458166],[ 0.6105658 -2.952242 ],[128804.836  64094.598],[ True  True],[-751.1894  -634.82434],180.37367004743103
[96182.32 46626.73],[0.20186332 1.2296168 ],[-0.56586635  2.3131547 ],[98148.64 86546.75],[ True  True],[-350.5855  -265.83456],150.99746337663123
[43482.25  33359.816],[2.2483306 2.0224023],[-1.378146 -2.535585],[208225.31 128248.36],[ True  True],[ 204.81622 -843.9128 ],42.545828055113994
[82445.41  39048.336],[-0.23234473  0.19270588],[1.4031411 2.1635506],[84680.805 39775.625],[ True  True],[3934.5781  -375.25366],48.62060463860998
[47868.48 47353.37],[0.18212327 1.565664  ],[ 2.9352129 -0.2867087],[ 48664.55  118260.336],[ True  True],[ 403.3767 2885.8801],118.86589189465687
[76560.56  73804.766],[-0.5842801  0.9234111],[-1.6048634  1.5220355],[ 90004.836 107571.42 ],[ True  True],[-1117.927   1904.5332],195.1165048298597
[43209.72  36510.242],[1.8953795 1.558119 ],[ 2.202954  -0.7773562],[147028.31  90552.89],[ True  True],[ 887.3251 1506.3677],80.3155921805746
[62671.434 30199.91 ],[ 1.744508  -1.1163207],[ 1.0970473 -2.243273 ],[184812.3   51054.17],[ True  True],[-516.8069 3354.9539],192.08196883723483
[64635.46 34542.96],[-0.04151897 -0.45991462],[ 2.8808599 -0.6619294],[64691.18 38261.1 ],[ True  True],[3603.723  1597.3018],94.72488124455278
[80136.5   38752.664],[-0.9761481 -0.6178053],[ 1.8072215 -0.9727027],[121445.76   46386.535],[ True  True],[-224.76141 2504.0784 ],111.45972787176119
[68034.234 44424.664],[0.7255933  0.26882303],[-2.4002645  0.5558901],[86743.44  46039.547],[ True  True],[ -69.77539 3693.107  ],112.37254149965159
[230771.08  53592.47],[ 0.33438534 -1.6564339 ],[-1.4995942 -2.3678117],[243793.4  145541.27],[ True  True],[-363.5387 2747.4363],276.143675246139
[80228.29  30220.834],[ 1.7875489  -0.97632957],[ 1.8295796 -2.5168896],[246387.48  45805.5 ],[ True  True],[ 448.79367 2365.914  ],200.8595425275782
[42253.844 33566.37 ],[ 0.58523417 -0.2466076 ],[-2.6560533   0.70584846],[49698.69 34592.23],[ True  True],[1440.1746 1352.1924],81.51072687533187
[98376.44 37154.4 ],[-1.5381696 -2.04684  ],[ 1.2818314 -1.8608266],[239587.64 146249.66],[ True  True],[-1034.999    -548.98065],124.84705273335427
[53425.918 31829.23 ],[-1.7210336  -0.62444574],[-1.9747537  1.4031309],[154112.     38239.145],[ True  True],[ 758.5721 2120.3518],94.68734331510144
[88405.11  85501.305],[ 0.18390535 -0.33080384],[-1.8640662  1.4518456],[89904.31  90222.375],[ True  True],[3275.3394 3868.296 ],179.03354165747342
[82279.35  74212.914],[2.2638307 1.1741825],[ 1.2021468 -2.2594318],[400034.84 131526.38],[ True  True],[-150.77368 2127.1687 ],178.32930948033723
[41885.926 40692.996],[-1.698592   -0.07733218],[3.1196783  0.14553526],[118310.695  40814.734],[ True  True],[-269.56592 1099.4587 ],111.00361514902269
[41084.83 31356.87],[1.6277517 0.5972782],[ 1.102481  -1.4657965],[108644.375  37118.277],[ True  True],[-1124.2632  3892.353 ],78.95959517219221
[42451.43  33201.668],[0.5344451 0.7414085],[ 3.024879   -0.49931142],[48659.855 42752.66 ],[ True  True],[-878.8344  328.464 ],74.12562339796908
[60422.2   51967.707],[-1.7611401 -1.6586434],[ 0.23549609 -2.782524  ],[180992.19 141419.14],[ True  True],[150.21902  97.41052],112.00504859927867
[76765.87  33072.133],[-1.6364413 -0.8790333],[ 1.276382  -1.9255542],[204639.69  46693.79],[ True  True],[529.4253  530.82764],108.0434946217509
[40862.61  40139.652],[ 0.31398627 -0.39431688],[-0.76183546  2.8515546 ],[42893.48 43300.87],[ True  True],[1830.1848    66.79852],84.02579030189182
[41404.21  30225.629],[-0.41700014 -0.94136256],[ 2.0628366 -1.36654  ],[45056.55  44636.723],[ True  True],[2594.4397   213.55658],72.49135226121258
[44718.79  36088.383],[-1.1064767  -0.81503594],[-3.0550528   0.40986785],[75002.54  48753.246],[ True  True],[-705.914   -340.35632],80.16305785549368
[110506.38  75946.93],[-1.7442105  -0.84843236],[ 1.3690971 -1.7963886],[325781.97 104961.22],[ True  True],[-124.528534  818.29565 ],201.8975647120529
[47592.586 35654.91 ],[-0.2916316  -0.34791064],[0.5230208 2.354776 ],[49630.82  37834.633],[ True  True],[-423.5522 -259.7373],65.38213665609364
[47584.773 37766.555],[-2.2355282 -1.755374 ],[-0.0725875  3.0119162],[225036.86 112515.13],[ True  True],[531.3172 603.2829],87.20633662798545
[78891.586 73239.625],[0.01549005 0.1510274 ],[-1.5033085  1.6465635],[78901.055 74076.484],[ True  True],[1614.7417   237.15286],152.3741105192879
[49491.508 32221.37 ],[-1.5990626 -1.6141686],[-0.36267436 -0.7769809 ],[127452.445  84142.336],[ True  True],[3606.8743 1697.5957],16.437770869980305
[56028.523 34769.254],[0.92900026 1.9694812 ],[-3.063731  -0.3105644],[ 81995.64 127020.55],[ True  True],[2429.9482 1460.0869],99.03680826721734
[57434.793 52330.098],[ 0.06406815 -0.6532114 ],[-2.452517    0.53168607],[57552.71  63896.992],[ True  True],[1309.634  2110.5022],116.45494665089329
[48003.527 35358.324],[1.0802352 1.8232712],[3.134355  0.6361076],[ 78843.1  112325.92],[ True  True],[1027.5244 1441.1576],84.21222639295596
[79559.016 57588.223],[-0.06049075 -1.545505  ],[-2.5270007   0.41260436],[ 79704.62 141193.19],[ True  True],[472.13583 243.39728],173.90498801642605
[85949.76  34824.605],[0.8616275  0.30608168],[ 2.0173693 -1.7943712],[119877.734  36468.67 ],[ True  True],[-738.3281   191.90442],107.82296354428777
[51721.836 51665.934],[ 0.75899243 -0.9004722 ],[ 2.4454374 -0.6473795],[67348.57 74066.8 ],[ True  True],[-637.3339 3163.111 ],141.04339368322778
[40207.883 35838.6  ],[-0.54415816  1.5202274 ],[-1.2849156  2.8718812],[46309.17  85867.984],[ True  True],[1002.9791  -128.40424],114.27440883332638
[49577.312 32433.793],[-0.6941848 -1.3141131],[-2.4099717   0.73114556],[62010.254 64708.04 ],[ True  True],[ 823.0699 1256.5027],84.08289147486191
[63703.832 40795.79 ],[-0.00422964  0.5552345 ],[ 1.5499625 -1.8435557],[63704.402 47247.383],[ True  True],[ 434.62933 1073.1755 ],105.19601846592968
[45161.14  36416.055],[-1.1445073  -0.87431604],[-1.3722616  0.8802001],[78112.38 51244.35],[ True  True],[2647.4478  -147.45953],74.0435314512731
[50516.39  34440.344],[-2.051224  -2.1642642],[-1.9744637   0.24675435],[199691.1  151934.03],[ True  True],[-326.4517   -35.31073],74.89214533103866
[45624.53  31252.861],[0.35443878 0.5199564 ],[-2.7402563  -0.02713366],[48520.492 35573.582],[ True  True],[-664.4552      -2.0935059],74.06043092277707
[64264.684 61795.348],[-1.2634329  -0.22173195],[-2.939521    0.08412001],[122752.82   63320.668],[ True  True],[3269.8806   276.62497],143.32927554557313
[44788.08 32178.82],[-1.9354588  1.15349  ],[ 2.8241973 -1.0187306],[158361.22  56067.86],[ True  True],[3625.3955 2384.1409],184.14254326927448
[92308.61  50089.797],[-2.3364558 -1.2107192],[ 1.3917392  -0.68933743],[481905.34  91511.06],[ True  True],[1398.3765  413.3947],142.36988595761323
[52786.117 35670.12 ],[1.660311  2.2000587],[ 2.2842562 -0.9263174],[143869.27 162947.17],[ True  True],[870.26   275.1272],89.91427310554997
[44194.88 34097.34],[-0.08151554  1.2229135 ],[-0.7133517 -0.8767473],[44341.793 62934.176],[ True  True],[ 1558.5599 -1026.9595],54.67236259288378
[68957.8  37561.27],[ 1.1786863 -1.8266042],[-0.4304567   0.10771842],[122668.484 119702.375],[ True  True],[142.26239 160.18279],219.0447720248555
[46177.78  33354.445],[-1.7198572 -1.8206646],[-1.4100902  1.6535878],[133057.19  105698.234],[ True  True],[2509.8152  -149.79572],78.531882454379
[57168.38  46913.973],[-1.2704927  1.7045388],[-1.9701245  0.8821651],[109857.63 133252.23],[ True  True],[ 165.13147 2692.2715 ],240.45567645433272
[57061.938 40017.656],[ 1.2923598 -1.7717235],[1.4569646 0.7669069],[111727.03 121073.82],[ True  True],[-1147.6185  1369.7521],213.2720431397627
[54937.23 53056.36],[0.39279157 0.6702047 ],[-1.8426579  2.1323936],[59230.   65424.89],[ True  True],[ 684.8933 1090.721 ],99.87295654084882
[97434.87 34536.41],[-0.02625925  1.5898594 ],[2.5901685  0.08860853],[97468.46 88188.96],[ True  True],[3163.0386 3139.2422],151.6727292786477
[60228.844 53496.453],[ 1.9518532  -0.28923497],[-1.0318965  2.0711312],[216334.05  55749.77],[ True  True],[ -29.783936 -281.38757 ],192.5628419673593
[47172.867 38467.312],[1.1843283 0.7720856],[-3.0607114  -0.02187781],[84308.34 50513.81],[ True  True],[-178.89474 -570.2682 ],86.90272989382491
[46863.46  36094.195],[-0.9678938 -1.0365741],[-2.0719502  0.804235 ],[70582.85  57285.254],[ True  True],[ -46.95633 -749.6404 ],81.58140166989283
[138558.06   39160.008],[ 0.7666251  -0.69009244],[ 2.9614565 -0.9867558],[181307.92  48860.52],[ True  True],[-1343.943  2343.819],179.05418433022876
[42142.97 31168.54],[-1.8963813  -0.33314532],[-2.9633648  -0.33584252],[143535.89   32914.227],[ True  True],[1123.874    395.78888],93.98825505837651
[50377.66 30631.91],[0.34654364 0.48284277],[ 0.27002096 -2.6056738 ],[53433.043 34272.543],[ True  True],[419.57736 209.65466],78.05706432577402
[45190.57  39874.285],[1.0855445 2.2517748],[1.4688874 1.5810903],[ 74536.63 191591.98],[ True  True],[-500.84888  455.1211 ],52.57519750159867
[93843.445 86222.875],[ 0.53008676 -0.49245143],[ 1.8597397 -1.7687442],[107339.71  96890.76],[ True  True],[-284.13052    51.984802],199.2708036538941
[55834.504 30256.682],[1.5950255 1.6053618],[0.18389267 0.4618919 ],[143253.42  78372.04],[ True  True],[ -61.971436 2090.3396  ],11.39768136656876
[187718.33  83269.94],[-0.7051435 -1.6119905],[ 0.8950794 -1.0924664],[236353.78 217012.66],[ True  True],[  31.032593 1050.407   ],240.16150799616003
[69967.18  55571.074],[0.04751471 1.2104862 ],[ 2.0189238 -0.7479858],[ 70046.17 101505.23],[ True  True],[  749.78516 -1314.5751 ],144.54041063536428
[51589.867 36450.88 ],[-0.4149351 -1.0513726],[2.8984087 0.2521564],[56095.098 58522.508],[ True  True],[2804.0405 3765.7954],88.64367133232821
[55911.395 44816.047],[ 0.8081401 -0.1106661],[-0.92225254  2.3063536 ],[75184.53  45090.758],[ True  True],[ 152.92932 1517.7266 ],110.78070584919429
[52845.746 52167.89 ],[-0.69315535 -0.5534178 ],[-0.52504086 -1.9903041 ],[66057.51 60362.64],[ True  True],[1823.2825     63.946808],70.61744573062965
[51437.61  40941.973],[ 0.35219514 -0.18837342],[-0.39972222  2.4188342 ],[54660.918 41670.527],[ True  True],[-693.1009 3317.91  ],94.00263037426706
[41883.22  38750.258],[-1.1204265  0.5577502],[-2.749654    0.19509482],[71040.27  44935.457],[ True  True],[-201.22241   118.438995],110.357056899295
[71253.195 38121.086],[0.9462764 2.3102732],[2.9476523  0.23244269],[105607.33 193967.92],[ True  True],[-547.18445  171.43146],127.5378455544487
[63584.984 55477.836],[0.52053857 0.6794207 ],[ 0.71382356 -2.3065865 ],[72395.77 68782.67],[ True  True],[2757.1782 1113.4241],118.94420043724158
[40267.957 33823.844],[-1.3073583 -2.207205 ],[ 0.10807276 -2.1400762 ],[ 79870.08 155594.45],[ True  True],[150.14539 650.7849 ],74.90388358682084
[57074.586 31624.557],[-0.00273396 -0.9832095 ],[-1.7115048e-03 -2.8026209e+00],[57074.8   48182.066],[ True  True],[809.22424 504.93524],94.29242825110421
[49843.16 44166.05],[0.20606261 0.12776001],[ 0.98190826 -2.1928573 ],[50905.125 44526.996],[ True  True],[ 220.02977 2586.99   ],93.89667294628684
[76678.24 46209.6 ],[0.6519566 0.8922218],[ 3.0871997  -0.13702604],[93559.64 65855.39],[ True  True],[ -429.60107 -1233.0254 ],119.80998606005825
[68971.836 32650.598],[-0.87381804 -0.33693317],[ 2.004469  -1.6847945],[97022.56  34521.508],[ True  True],[-276.37634  709.8019 ],94.94207848963147
[58503.812 34623.055],[-0.36035737 -0.7577186 ],[ 0.51668596 -2.3099127 ],[62343.676 45046.984],[ True  True],[-356.0861   303.20203],90.70313808977613
[66364.19 52659.53],[2.3322113 1.1173449],[ 3.0781407 -0.7013313],[345019.94   89096.625],[ True  True],[152.97543 294.27545],135.7523116719913
[91574.79 51176.59],[-0.96489936 -1.3048174 ],[ 2.013351  -0.6313983],[137616.08 101284.56],[ True  True],[1301.9597 3687.436 ],134.7568268661099
[135206.92   34674.992],[0.763328  0.4992229],[-2.2718117  0.3608976],[176547.58  39086.39],[ True  True],[-781.8493    -11.320496],133.7684490232396
[47334.863 35882.13 ],[-0.84086573  0.21311572],[ 1.5323703 -0.7393867],[65078.58 36700.07],[ True  True],[996.20386 865.19434],87.49791066829833
[52764.992 38356.535],[0.03439939 0.5130586 ],[ 2.8514147  -0.30461994],[52796.215 43516.527],[ True  True],[-543.7635  -135.79675],92.56202984684165
[65453.973 37657.26 ],[-1.0369364 -1.6935135],[-2.4193046  0.6252806],[103911.516 105862.62 ],[ True  True],[-821.8051 1244.5658],104.5819274741729
[44903.168 42908.46 ],[ 0.64461154 -0.2943522 ],[0.57285696 1.2072453 ],[54559.89  44780.785],[ True  True],[ 380.90796 1122.3091 ],50.76400269880023
[46401.086 43380.656],[-0.11655897  0.74388844],[-0.6333066  2.1327305],[46716.645 55947.242],[ True  True],[ 3997.163 -1437.907],96.72434868345047
[188299.75   86644.945],[0.33800557 1.6270372 ],[-1.4321234   0.06309622],[199158.97 228971.66],[ True  True],[ 303.65836 1817.0388 ],247.47535139893054
[54394.613 52730.496],[0.03622666 1.6651299 ],[-1.2108599  1.8445303],[ 54430.31 144363.6 ],[ True  True],[1950.6544   165.11687],144.57166806239078
[62999.64  52810.566],[ 0.37784043 -1.8361058 ],[-1.7888161  2.1280372],[ 67550.414 169825.66 ],[ True  True],[2013.438  3760.5513],188.58546477143057
[82512.25 58519.53],[ 0.3655563 -2.2183497],[-2.6367733   0.52228737],[ 88087.03 272143.25],[ True  True],[1415.7585 -527.0302],272.01645222475014
[42012.402 30961.102],[-1.7278905 -1.6912912],[-1.6570525  1.7178012],[121970.96  86857.72],[ True  True],[ 766.9154 1332.6921],71.65397605491826
[82424.58  46097.094],[0.83437824 0.8940651 ],[ 1.0862305 -2.2158723],[112819.7    65781.445],[ True  True],[387.46295 259.15982],122.93900171916347
[59376.734 57860.215],[-0.90735286 -0.4843857 ],[ 2.3553395 -0.9928391],[85542.46  64781.832],[ True  True],[-423.67383    35.186066],119.24740976960662
[49522.746 30455.846],[-0.7635093   0.95330477],[ 2.6048548 -1.0431376],[64672.28 45375.16],[ True  True],[  67.67566 1744.6708 ],106.32488891725858
[60008.91  58018.746],[ 0.22515325 -0.11089175],[-0.7644443  2.6506412],[61536.39 58375.84],[ True  True],[-849.92615  519.7933 ],118.59447019072893
[50823.652 32842.645],[0.70802444 1.3301145 ],[ 2.030862 -1.546045],[64103.703 66439.41 ],[ True  True],[ 291.4434 1791.6368],83.85974589416219
